EUR_USD,2017-04-04T10:43:00.640710745Z,1.064735
EUR_USD,2017-04-04T10:43:03.976405206Z,1.064755
EUR_USD,2017-04-04T10:43:04.123043930Z,1.064745
EUR_USD,2017-04-04T10:43:04.407910523Z,1.064745
EUR_USD,2017-04-04T10:43:15.030021043Z,1.064695
EUR_USD,2017-04-04T10:43:18.947068837Z,1.064725
EUR_USD,2017-04-04T10:43:19.654934715Z,1.064685
EUR_USD,2017-04-04T10:43:20.514268324Z,1.064635
EUR_USD,2017-04-04T10:43:38.317900488Z,1.064595
EUR_USD,2017-04-04T10:43:38.872673409Z,1.064575
EUR_USD,2017-04-04T10:43:42.979222363Z,1.064555
EUR_USD,2017-04-04T10:43:43.069414267Z,1.06453
EUR_USD,2017-04-04T10:43:45.935182953Z,1.064505
EUR_USD,2017-04-04T10:43:46.235260815Z,1.064485
EUR_USD,2017-04-04T10:43:48.266380047Z,1.064435
EUR_USD,2017-04-04T10:43:49.979456579Z,1.064415
EUR_USD,2017-04-04T10:43:51.041279632Z,1.064385
EUR_USD,2017-04-04T10:43:51.764203693Z,1.06434
EUR_USD,2017-04-04T10:43:52.019368931Z,1.06426
EUR_USD,2017-04-04T10:43:52.214857674Z,1.06419
EUR_USD,2017-04-04T10:43:52.530559118Z,1.064095
EUR_USD,2017-04-04T10:43:52.668157218Z,1.06405
EUR_USD,2017-04-04T10:43:53.035796871Z,1.064005
EUR_USD,2017-04-04T10:43:53.199249733Z,1.063965
EUR_USD,2017-04-04T10:43:53.439673606Z,1.063945
EUR_USD,2017-04-04T10:43:53.769223612Z,1.0639
EUR_USD,2017-04-04T10:43:53.951456273Z,1.06392
EUR_USD,2017-04-04T10:43:54.180598170Z,1.06388
EUR_USD,2017-04-04T10:43:54.320677179Z,1.06391
EUR_USD,2017-04-04T10:43:54.962598594Z,1.063885
EUR_USD,2017-04-04T10:43:56.522268364Z,1.063835
EUR_USD,2017-04-04T10:43:56.590901897Z,1.06383
EUR_USD,2017-04-04T10:43:56.970359650Z,1.06386
EUR_USD,2017-04-04T10:43:58.048627696Z,1.063835
EUR_USD,2017-04-04T10:43:58.521584266Z,1.06389
EUR_USD,2017-04-04T10:43:58.710678641Z,1.06386
EUR_USD,2017-04-04T10:44:00.307501589Z,1.063915
EUR_USD,2017-04-04T10:44:00.779814470Z,1.063885
EUR_USD,2017-04-04T10:44:01.162908834Z,1.06393
EUR_USD,2017-04-04T10:44:01.978821500Z,1.06388
EUR_USD,2017-04-04T10:44:02.724854058Z,1.06383
EUR_USD,2017-04-04T10:44:03.918308668Z,1.06383
EUR_USD,2017-04-04T10:44:04.128079040Z,1.06387
EUR_USD,2017-04-04T10:44:04.469505017Z,1.063845
EUR_USD,2017-04-04T10:44:04.734591126Z,1.063775
EUR_USD,2017-04-04T10:44:05.022481474Z,1.06382
EUR_USD,2017-04-04T10:44:05.340705812Z,1.06382
EUR_USD,2017-04-04T10:44:05.777572552Z,1.063875
EUR_USD,2017-04-04T10:44:05.840705812Z,1.06388
EUR_USD,2017-04-04T10:44:06.192515682Z,1.063845
EUR_USD,2017-04-04T10:44:06.492608839Z,1.06377
EUR_USD,2017-04-04T10:44:07.010986834Z,1.063705
EUR_USD,2017-04-04T10:44:07.214131770Z,1.063645
EUR_USD,2017-04-04T10:44:07.377503393Z,1.06364
EUR_USD,2017-04-04T10:44:09.498533629Z,1.063805
EUR_USD,2017-04-04T10:44:10.271630312Z,1.063805
EUR_USD,2017-04-04T10:44:10.446298444Z,1.063835
EUR_USD,2017-04-04T10:44:10.757307634Z,1.06387
EUR_USD,2017-04-04T10:44:10.943579365Z,1.06378
EUR_USD,2017-04-04T10:44:11.933034324Z,1.063825
EUR_USD,2017-04-04T10:44:13.186010236Z,1.06385
EUR_USD,2017-04-04T10:44:13.768745711Z,1.06379
EUR_USD,2017-04-04T10:44:13.927478151Z,1.063805
EUR_USD,2017-04-04T10:44:14.378836622Z,1.06381
EUR_USD,2017-04-04T10:44:14.720797860Z,1.06384
EUR_USD,2017-04-04T10:44:15.996840896Z,1.063895
EUR_USD,2017-04-04T10:44:16.414503016Z,1.063825
EUR_USD,2017-04-04T10:44:17.682133174Z,1.063825
EUR_USD,2017-04-04T10:44:18.182133174Z,1.063825
EUR_USD,2017-04-04T10:44:18.686056360Z,1.06385
EUR_USD,2017-04-04T10:44:19.202018323Z,1.06387
EUR_USD,2017-04-04T10:44:20.730641461Z,1.06394
EUR_USD,2017-04-04T10:44:21.474169551Z,1.06389
EUR_USD,2017-04-04T10:44:22.033323873Z,1.063915
EUR_USD,2017-04-04T10:44:23.659163303Z,1.063915
EUR_USD,2017-04-04T10:44:25.804184135Z,1.06393
EUR_USD,2017-04-04T10:44:25.946967280Z,1.063955
EUR_USD,2017-04-04T10:44:26.139092969Z,1.063975
EUR_USD,2017-04-04T10:44:26.538868059Z,1.063995
EUR_USD,2017-04-04T10:44:26.675315937Z,1.06402
